node,t,k,value
dena21,6,48,709.7
dena21,7,48,753.2
dena21,8,48,796.5
dena21,9,48,837.6
dena21,10,48,858.1
dena21,11,48,867.6
dena21,12,48,845.5
dena21,13,48,812.6
dena21,14,48,786.3
dena21,15,48,778.7
dena21,16,48,785.7
dena21,17,48,843.3
dena21,18,48,920.9
dena21,19,48,894.3
dena21,20,48,826.7
dena21,21,48,790.0
dena21,22,48,793.5
dena21,23,48,743.8
dena21,24,48,693.9
dena21,1,49,664.7
dena21,2,49,649.9
dena21,3,49,650.3
dena21,4,49,652.1
dena21,5,49,636.1
dena21,6,49,600.4
dena21,7,49,617.2
dena21,8,49,667.6
dena21,9,49,709.2
dena21,10,49,740.4
dena21,11,49,775.6
dena21,12,49,749.6
dena21,13,49,707.6
dena21,14,49,675.2
dena21,15,49,670.2
dena21,16,49,681.3
dena21,17,49,739.3
dena21,18,49,827.3
dena21,19,49,817.6
dena21,20,49,780.0
dena21,21,49,770.2
dena21,22,49,786.7
dena21,23,49,740.2
dena21,24,49,691.8
dena21,1,50,657.8
dena21,2,50,644.9
dena21,3,50,649.3
dena21,4,50,666.6
dena21,5,50,695.4
dena21,6,50,753.0
dena21,7,50,830.2
dena21,8,50,880.1
dena21,9,50,913.6
dena21,10,50,939.6
dena21,11,50,967.4
dena21,12,50,945.2
dena21,13,50,915.4
dena21,14,50,885.5
dena21,15,50,870.1
dena21,16,50,856.8
dena21,17,50,895.3
dena21,18,50,970.7
dena21,19,50,956.6
dena21,20,50,900.5
dena21,21,50,866.2
dena21,22,50,857.6
dena21,23,50,797.3
dena21,24,50,733.6
dena21,1,51,703.9
dena21,2,51,691.7
dena21,3,51,698.3
dena21,4,51,717.5
dena21,5,51,753.9
dena21,6,51,836.3
dena21,7,51,919.2
dena21,8,51,958.3
dena21,9,51,974.1
dena21,10,51,993.7
dena21,11,51,1010.3
dena21,12,51,992.8
dena21,13,51,965.1
dena21,14,51,934.9
dena21,15,51,919.5
dena21,16,51,904.3
dena21,17,51,940.9
dena21,18,51,1023.7
dena21,19,51,1010.7
dena21,20,51,943.8
dena21,21,51,903.7
dena21,22,51,884.2
dena21,23,51,810.6
dena21,24,51,750.0
dena21,1,52,718.9
dena21,2,52,708.9
dena21,3,52,719.5
dena21,4,52,741.9
dena21,5,52,782.2
dena21,6,52,874.4
dena21,7,52,965.1
dena21,8,52,995.8
dena21,9,52,1003.8
dena21,10,52,1019.5
dena21,11,52,1039.3
dena21,12,52,1019.8
dena21,13,52,1005.2
dena21,14,52,991.2
dena21,15,52,984.9
dena21,16,52,978.4
dena21,17,52,1014.5
dena21,18,52,1078.5
dena21,19,52,1043.7
dena21,20,52,975.5
dena21,21,52,927.3
dena21,22,52,895.8
dena21,23,52,814.6
dena21,24,52,754.5
dena21,1,53,717.4
dena21,2,53,702.8
dena21,3,53,710.9
dena21,4,53,734.3
dena21,5,53,770.7
dena21,6,53,870.5
dena21,7,53,961.5
dena21,8,53,991.9
dena21,9,53,991.2
dena21,10,53,1006.3
dena21,11,53,1022.0
dena21,12,53,1000.9
dena21,13,53,989.5
dena21,14,53,976.0
dena21,15,53,963.0
dena21,16,53,945.8
dena21,17,53,976.9
dena21,18,53,1051.6
dena21,19,53,1037.3
dena21,20,53,973.5
dena21,21,53,922.7
dena21,22,53,889.4
dena21,23,53,811.8
dena21,24,53,752.7
dena21,1,54,721.6
dena21,2,54,709.4
dena21,3,54,717.8
dena21,4,54,738.4
dena21,5,54,774.9
dena21,6,54,872.5
dena21,7,54,961.6
dena21,8,54,996.4
dena21,9,54,1004.4
dena21,10,54,1014.9
dena21,11,54,1030.9
dena21,12,54,1012.3
dena21,13,54,985.7
dena21,14,54,959.7
dena21,15,54,940.7
dena21,16,54,929.8
dena21,17,54,960.4
dena21,18,54,1035.9
dena21,19,54,1014.5
dena21,20,54,943.1
dena21,21,54,897.9
dena21,22,54,882.0
dena21,23,54,812.7
dena21,24,54,756.7
dena21,1,55,719.2
dena21,2,55,701.7
dena21,3,55,698.7
dena21,4,55,707.4
dena21,5,55,710.4
dena21,6,55,716.4
dena21,7,55,759.6
dena21,8,55,810.7
dena21,9,55,852.1
dena21,10,55,875.5
dena21,11,55,895.0
dena21,12,55,880.6
dena21,13,55,854.4
dena21,14,55,832.9
dena21,15,55,818.6
dena21,16,55,812.9
dena21,17,55,843.1
dena21,18,55,917.9
dena21,19,55,900.6
dena21,20,55,835.4
dena21,21,55,796.4
dena21,22,55,799.3
dena21,23,55,742.5
dena21,24,55,683.8
dena21,1,56,648.9
dena21,2,56,627.5
dena21,3,56,619.5
dena21,4,56,623.8
dena21,5,56,607.4
dena21,6,56,579.6
dena21,7,56,598.7
dena21,8,56,658.3
dena21,9,56,722.6
dena21,10,56,764.8
dena21,11,56,808.0
dena21,12,56,793.1
dena21,13,56,758.0
dena21,14,56,730.6
dena21,15,56,716.2
dena21,16,56,708.2
dena21,17,56,751.4
dena21,18,56,841.2
dena21,19,56,840.0
dena21,20,56,794.4
dena21,21,56,774.5
dena21,22,56,782.1
dena21,23,56,733.0
dena21,24,56,684.9
dena21,1,57,658.4
dena21,2,57,648.0
dena21,3,57,654.6
dena21,4,57,676.5
dena21,5,57,711.5
dena21,6,57,816.8
dena21,7,57,903.7
dena21,8,57,952.6
dena21,9,57,975.3
dena21,10,57,1003.4
dena21,11,57,1028.5
dena21,12,57,1016.1
dena21,13,57,1002.7
dena21,14,57,981.2
dena21,15,57,965.9
dena21,16,57,940.7
dena21,17,57,960.7
dena21,18,57,1023.3
dena21,19,57,1008.3
dena21,20,57,950.8
dena21,21,57,904.5
dena21,22,57,883.9
dena21,23,57,809.5
dena21,24,57,750.2
dena21,1,58,715.8
dena21,2,58,702.8
dena21,3,58,711.6
dena21,4,58,730.7
dena21,5,58,769.3
dena21,6,58,877.6
dena21,7,58,969.7
dena21,8,58,1006.6
dena21,9,58,1008.2
dena21,10,58,1028.8
dena21,11,58,1050.2
dena21,12,58,1041.2
dena21,13,58,1037.5
dena21,14,58,1020.1
dena21,15,58,1006.2
dena21,16,58,984.4
dena21,17,58,1006.5
dena21,18,58,1071.6
dena21,19,58,1052.2
dena21,20,58,982.0
dena21,21,58,931.3
dena21,22,58,904.5
dena21,23,58,815.1
dena21,24,58,753.9
dena21,1,59,728.7
dena21,2,59,709.4
dena21,3,59,714.3
dena21,4,59,736.5
dena21,5,59,779.2
dena21,6,59,889.3
dena21,7,59,974.3
dena21,8,59,1003.7
dena21,9,59,1011.3
dena21,10,59,1028.5
dena21,11,59,1040.7
dena21,12,59,1027.0
dena21,13,59,1019.5
dena21,14,59,1000.4
dena21,15,59,989.1
dena21,16,59,977.6
dena21,17,59,988.2
dena21,18,59,1054.3
dena21,19,59,1047.2
dena21,20,59,981.1
dena21,21,59,937.8
dena21,22,59,897.5
dena21,23,59,806.5
dena21,24,59,759.7
dena21,1,60,726.9
dena21,2,60,716.4
dena21,3,60,732.3
dena21,4,60,752.2
dena21,5,60,788.1
dena21,6,60,889.0
dena21,7,60,970.0
dena21,8,60,1007.5
dena21,9,60,1012.9
dena21,10,60,1028.7
dena21,11,60,1051.0
dena21,12,60,1046.9
dena21,13,60,1047.7
dena21,14,60,1027.0
dena21,15,60,1011.6
dena21,16,60,986.0
dena21,17,60,990.8
dena21,18,60,1052.9
dena21,19,60,1054.1
dena21,20,60,997.7
dena21,21,60,952.8
dena21,22,60,923.3
dena21,23,60,846.5
dena21,24,60,795.9
dena21,1,61,764.1
dena21,2,61,750.2
dena21,3,61,760.1
dena21,4,61,771.0
dena21,5,61,807.3
dena21,6,61,911.3
dena21,7,61,986.3
dena21,8,61,1019.7
dena21,9,61,1022.4
dena21,10,61,1035.2
dena21,11,61,1048.3
dena21,12,61,1035.4
dena21,13,61,1015.5
dena21,14,61,990.2
dena21,15,61,978.9
dena21,16,61,960.1
dena21,17,61,966.5
dena21,18,61,1029.7
dena21,19,61,1021.9
dena21,20,61,945.1
dena21,21,61,893.2
dena21,22,61,873.7
dena21,23,61,810.1
dena21,24,61,754.9
dena21,1,62,722.4
dena21,2,62,700.3
dena21,3,62,689.9
dena21,4,62,685.7
dena21,5,62,682.3
dena21,6,62,681.7
dena21,7,62,720.4
dena21,8,62,781.6
dena21,9,62,825.2
dena21,10,62,856.9
dena21,11,62,874.0
dena21,12,62,848.2
dena21,13,62,816.5
dena21,14,62,783.3
dena21,15,62,780.2
dena21,16,62,778.2
dena21,17,62,810.2
dena21,18,62,873.9
dena21,19,62,864.3
dena21,20,62,800.2
dena21,21,62,767.0
dena21,22,62,775.2
dena21,23,62,724.7
dena21,24,62,670.3
dena21,1,63,632.1
dena21,2,63,613.0
dena21,3,63,611.5
dena21,4,63,617.2
dena21,5,63,604.8
dena21,6,63,567.9
dena21,7,63,575.2
dena21,8,63,631.0
dena21,9,63,672.7
dena21,10,63,709.3
dena21,11,63,749.9
dena21,12,63,727.1
dena21,13,63,686.2
dena21,14,63,653.2
dena21,15,63,637.1
dena21,16,63,637.7
dena21,17,63,684.9
dena21,18,63,801.5
dena21,19,63,824.5
dena21,20,63,780.3
dena21,21,63,762.9
dena21,22,63,776.2
dena21,23,63,721.0
dena21,24,63,678.3
dena21,1,64,654.3
dena21,2,64,644.8
dena21,3,64,656.8
dena21,4,64,683.4
dena21,5,64,740.7
dena21,6,64,868.8
dena21,7,64,967.0
dena21,8,64,1011.1
dena21,9,64,1022.9
dena21,10,64,1031.6
dena21,11,64,1054.4
dena21,12,64,1038.9
dena21,13,64,1034.8
dena21,14,64,1015.9
dena21,15,64,1003.7
dena21,16,64,969.6
dena21,17,64,970.9
dena21,18,64,1037.7
dena21,19,64,1054.3
dena21,20,64,979.0
dena21,21,64,929.8
dena21,22,64,893.1
dena21,23,64,809.8
dena21,24,64,751.6
dena21,1,65,719.3
dena21,2,65,708.9
dena21,3,65,719.3
dena21,4,65,738.8
dena21,5,65,785.3
dena21,6,65,889.6
dena21,7,65,970.2
dena21,8,65,1005.9
dena21,9,65,1009.0
dena21,10,65,1006.3
dena21,11,65,1038.7
dena21,12,65,1030.4
dena21,13,65,1025.8
dena21,14,65,1008.8
dena21,15,65,986.8
dena21,16,65,968.2
dena21,17,65,982.5
dena21,18,65,1052.1
dena21,19,65,1050.3
dena21,20,65,979.5
dena21,21,65,921.7
dena21,22,65,882.9
dena21,23,65,803.7
dena21,24,65,738.6
dena21,1,66,702.0
dena21,2,66,681.6
dena21,3,66,689.7
dena21,4,66,714.3
dena21,5,66,759.2
dena21,6,66,873.2
dena21,7,66,956.5
dena21,8,66,993.9
dena21,9,66,997.1
dena21,10,66,1010.0
dena21,11,66,1031.6
dena21,12,66,1018.2
dena21,13,66,1006.1
dena21,14,66,986.0
dena21,15,66,970.2
dena21,16,66,946.4
dena21,17,66,956.8
dena21,18,66,1024.9
dena21,19,66,1040.5
dena21,20,66,972.9
dena21,21,66,920.7
dena21,22,66,888.1
dena21,23,66,804.4
dena21,24,66,741.8
dena21,1,67,702.0
dena21,2,67,691.8
dena21,3,67,704.5
dena21,4,67,726.6
dena21,5,67,764.1
dena21,6,67,866.4
dena21,7,67,946.1
dena21,8,67,983.5
dena21,9,67,980.9
dena21,10,67,988.3
dena21,11,67,1005.6
dena21,12,67,996.7
dena21,13,67,991.3
dena21,14,67,978.7
dena21,15,67,968.6
dena21,16,67,945.2
dena21,17,67,947.1
dena21,18,67,1012.3
dena21,19,67,1032.5
dena21,20,67,962.7
dena21,21,67,910.1
dena21,22,67,875.3
dena21,23,67,795.8
dena21,24,67,734.4
dena21,1,68,702.7
dena21,2,68,694.6
dena21,3,68,707.7
dena21,4,68,726.5
dena21,5,68,766.4
dena21,6,68,867.9
dena21,7,68,941.7
dena21,8,68,977.0
dena21,9,68,977.1
dena21,10,68,987.6
dena21,11,68,1000.4
dena21,12,68,991.2
dena21,13,68,975.7
dena21,14,68,958.1
dena21,15,68,948.3
dena21,16,68,932.2
dena21,17,68,948.0
dena21,18,68,1004.6
dena21,19,68,997.7
dena21,20,68,925.5
dena21,21,68,880.4
dena21,22,68,853.4
dena21,23,68,787.1
dena21,24,68,728.2
dena21,1,69,691.0
dena21,2,69,674.7
dena21,3,69,676.2
dena21,4,69,682.1
dena21,5,69,680.2
dena21,6,69,670.9
dena21,7,69,712.1
dena21,8,69,775.2
dena21,9,69,813.4
dena21,10,69,837.1
dena21,11,69,852.8
dena21,12,69,826.0
dena21,13,69,790.0
dena21,14,69,754.2
dena21,15,69,745.3
dena21,16,69,741.8
dena21,17,69,768.2
dena21,18,69,843.8
dena21,19,69,867.9
dena21,20,69,809.2
dena21,21,69,777.6
dena21,22,69,779.6
dena21,23,69,726.5
dena21,24,69,674.8
dena21,1,70,637.9
dena21,2,70,622.5
dena21,3,70,622.0
dena21,4,70,623.9
dena21,5,70,611.1
dena21,6,70,574.0
dena21,7,70,588.4
dena21,8,70,637.6
dena21,9,70,677.0
dena21,10,70,702.3
dena21,11,70,736.1
dena21,12,70,713.5
dena21,13,70,674.3
dena21,14,70,641.7
dena21,15,70,626.4
dena21,16,70,626.9
dena21,17,70,665.3
dena21,18,70,765.5
dena21,19,70,820.9
dena21,20,70,776.8
dena21,21,70,755.1
dena21,22,70,758.3
dena21,23,70,698.9
dena21,24,70,650.6
dena21,1,71,624.5
dena21,2,71,615.8
dena21,3,71,629.5
dena21,4,71,660.3
dena21,5,71,720.8
dena21,6,71,837.9
dena21,7,71,914.7
dena21,8,71,949.8
dena21,9,71,949.8
dena21,10,71,962.7
dena21,11,71,979.0
dena21,12,71,966.8
dena21,13,71,958.8
dena21,14,71,938.1
dena21,15,71,922.4
dena21,16,71,902.3
dena21,17,71,907.9
dena21,18,71,981.8
dena21,19,71,1025.8
dena21,20,71,961.6
dena21,21,71,900.4
dena21,22,71,850.7
dena21,23,71,770.2
dena21,24,71,713.0
dena21,1,72,677.5
dena21,2,72,670.6
dena21,3,72,680.9
dena21,4,72,711.5
dena21,5,72,762.0
dena21,6,72,863.2
dena21,7,72,939.0
dena21,8,72,968.1
dena21,9,72,961.6
dena21,10,72,969.0
dena21,11,72,981.4
dena21,12,72,972.5
dena21,13,72,961.3
dena21,14,72,943.1
dena21,15,72,932.6
dena21,16,72,912.5
dena21,17,72,922.3
dena21,18,72,994.9
dena21,19,72,1032.3
dena21,20,72,964.9
dena21,21,72,901.5
dena21,22,72,847.5
dena21,23,72,765.9
dena21,24,72,708.7
dena21,1,73,679.8
dena21,2,73,668.0
dena21,3,73,680.7
dena21,4,73,714.0
dena21,5,73,763.8
dena21,6,73,856.3
dena21,7,73,932.4
dena21,8,73,968.6
dena21,9,73,963.3
dena21,10,73,970.1
dena21,11,73,983.3
dena21,12,73,972.1
dena21,13,73,963.9
dena21,14,73,946.2
dena21,15,73,932.2
dena21,16,73,911.8
dena21,17,73,919.3
dena21,18,73,986.8
dena21,19,73,1025.5
dena21,20,73,961.6
dena21,21,73,904.6
dena21,22,73,855.5
dena21,23,73,773.8
dena21,24,73,720.4
dena21,1,74,688.5
dena21,2,74,677.1
dena21,3,74,692.6
dena21,4,74,716.6
dena21,5,74,759.4
dena21,6,74,858.0
dena21,7,74,932.8
dena21,8,74,960.9
dena21,9,74,957.4
dena21,10,74,965.9
dena21,11,74,979.9
dena21,12,74,966.2
dena21,13,74,956.1
dena21,14,74,941.7
dena21,15,74,927.2
dena21,16,74,902.2
dena21,17,74,912.7
dena21,18,74,978.4
dena21,19,74,1027.1
dena21,20,74,958.7
dena21,21,74,897.6
dena21,22,74,851.5
dena21,23,74,775.2
dena21,24,74,715.4
dena21,1,75,686.1
dena21,2,75,677.2
dena21,3,75,689.4
dena21,4,75,716.4
dena21,5,75,766.7
dena21,6,75,861.3
dena21,7,75,936.9
dena21,8,75,974.7
dena21,9,75,973.1
dena21,10,75,978.2
dena21,11,75,990.9
dena21,12,75,977.2
dena21,13,75,956.7
dena21,14,75,937.4
dena21,15,75,919.5
dena21,16,75,908.9
dena21,17,75,921.1
dena21,18,75,974.6
dena21,19,75,1001.1
dena21,20,75,934.4
dena21,21,75,889.5
dena21,22,75,871.8
dena21,23,75,810.5
dena21,24,75,762.7
dena21,1,76,728.9
dena21,2,76,707.8
dena21,3,76,710.8
dena21,4,76,715.4
dena21,5,76,709.2
dena21,6,76,710.6
dena21,7,76,756.5
dena21,8,76,820.7
dena21,9,76,872.0
dena21,10,76,896.2
dena21,11,76,910.5
dena21,12,76,899.4
dena21,13,76,875.1
dena21,14,76,846.5
dena21,15,76,835.0
dena21,16,76,825.1
dena21,17,76,835.3
dena21,18,76,876.6
dena21,19,76,877.7
dena21,20,76,815.2
dena21,21,76,781.5
dena21,22,76,781.3
dena21,23,76,732.0
dena21,24,76,688.2
dena21,1,77,659.3
dena21,2,77,647.9
dena21,3,77,651.7
dena21,4,77,666.5
dena21,5,77,661.3
dena21,6,77,637.6
dena21,7,77,660.3
dena21,8,77,714.5
dena21,9,77,761.7
dena21,10,77,795.9
dena21,11,77,841.2
dena21,12,77,822.9
dena21,13,77,787.0
dena21,14,77,761.4
dena21,15,77,745.6
dena21,16,77,740.7
dena21,17,77,760.2
dena21,18,77,821.5
dena21,19,77,866.8
dena21,20,77,829.3
dena21,21,77,817.8
dena21,22,77,829.1
dena21,23,77,780.6
dena21,24,77,743.1
dena21,1,78,721.6
dena21,2,78,715.4
dena21,3,78,715.7
dena21,4,78,726.4
dena21,5,78,764.5
dena21,6,78,863.5
dena21,7,78,943.7
dena21,8,78,992.8
dena21,9,78,1005.2
dena21,10,78,1020.6
dena21,11,78,1039.3
dena21,12,78,1025.5
dena21,13,78,1017.9
dena21,14,78,1001.8
dena21,15,78,985.5
dena21,16,78,958.8
dena21,17,78,953.3
dena21,18,78,995.8
dena21,19,78,1036.3
dena21,20,78,976.1
dena21,21,78,926.2
dena21,22,78,892.3
dena21,23,78,813.2
dena21,24,78,759.4
dena21,1,79,725.7
dena21,2,79,711.8
dena21,3,79,721.3
dena21,4,79,738.2
dena21,5,79,776.5
dena21,6,79,860.2
dena21,7,79,938.6
dena21,8,79,979.5
dena21,9,79,985.3
dena21,10,79,1002.4
dena21,11,79,1026.5
dena21,12,79,1014.5
dena21,13,79,1004.6
dena21,14,79,993.1
dena21,15,79,979.9
dena21,16,79,956.6
dena21,17,79,953.7
dena21,18,79,1000.2
dena21,19,79,1044.5
dena21,20,79,984.3
dena21,21,79,930.2
dena21,22,79,894.1
dena21,23,79,817.6
dena21,24,79,764.5
dena21,1,80,729.7
dena21,2,80,718.3
dena21,3,80,724.4
dena21,4,80,749.1
dena21,5,80,793.7
dena21,6,80,883.3
dena21,7,80,959.6
dena21,8,80,1000.5
dena21,9,80,1006.0
dena21,10,80,1024.2
dena21,11,80,1044.6
dena21,12,80,1031.7
dena21,13,80,1025.0
dena21,14,80,1013.3
dena21,15,80,995.2
dena21,16,80,976.6
dena21,17,80,985.6
dena21,18,80,1023.1
dena21,19,80,1046.4
dena21,20,80,987.3
dena21,21,80,940.2
dena21,22,80,905.0
dena21,23,80,832.7
dena21,24,80,781.4
dena21,1,81,746.2
dena21,2,81,735.2
dena21,3,81,737.3
dena21,4,81,752.2
dena21,5,81,783.5
dena21,6,81,877.1
dena21,7,81,970.2
dena21,8,81,1018.6
dena21,9,81,1032.1
dena21,10,81,1053.7
dena21,11,81,1074.8
dena21,12,81,1068.8
dena21,13,81,1063.2
dena21,14,81,1049.4
dena21,15,81,1038.7
dena21,16,81,1012.1
dena21,17,81,1018.3
dena21,18,81,1053.1
dena21,19,81,1066.5
dena21,20,81,1000.9
dena21,21,81,953.1
dena21,22,81,926.6
dena21,23,81,852.7
dena21,24,81,801.6
dena21,1,82,769.4
dena21,2,82,758.0
dena21,3,82,760.2
dena21,4,82,780.1
dena21,5,82,811.2
dena21,6,82,891.1
dena21,7,82,973.5
dena21,8,82,1014.9
dena21,9,82,1025.6
dena21,10,82,1038.7
dena21,11,82,1049.8
dena21,12,82,1036.7
dena21,13,82,1017.8
dena21,14,82,999.1
dena21,15,82,982.4
dena21,16,82,969.9
dena21,17,82,974.5
dena21,18,82,1012.2
dena21,19,82,1037.1
dena21,20,82,968.4
dena21,21,82,915.0
dena21,22,82,893.8
dena21,23,82,830.8
dena21,24,82,775.9
dena21,1,83,743.5
dena21,2,83,727.0
dena21,3,83,723.7
dena21,4,83,728.7
dena21,5,83,722.8
dena21,6,83,711.8
dena21,7,83,759.0
dena21,8,83,823.2
dena21,9,83,882.0
dena21,10,83,904.6
dena21,11,83,911.6
dena21,12,83,898.9
dena21,13,83,870.9
dena21,14,83,845.1
dena21,15,83,837.5
dena21,16,83,821.3
dena21,17,83,837.8
dena21,18,83,868.2
dena21,19,83,899.2
dena21,20,83,850.0
dena21,21,83,813.7
dena21,22,83,800.3
dena21,23,83,745.1
dena21,24,83,686.0
dena21,1,84,652.4
dena21,2,84,634.5
dena21,3,84,638.0
dena21,4,84,629.7
dena21,5,84,596.3
dena21,6,84,589.6
dena21,7,84,627.8
dena21,8,84,672.6
dena21,9,84,715.0
dena21,10,84,759.0
dena21,11,84,761.0
dena21,12,84,732.4
dena21,13,84,700.5
dena21,14,84,680.5
dena21,15,84,668.5
dena21,16,84,678.3
dena21,17,84,706.1
dena21,18,84,741.8
dena21,19,84,801.2
dena21,20,84,794.6
dena21,21,84,798.4
dena21,22,84,740.2
dena21,23,84,683.0
dena21,24,84,648.8
dena21,1,85,643.4
dena21,2,85,652.8
dena21,3,85,679.5
dena21,4,85,736.1
dena21,5,85,858.4
dena21,6,85,939.9
dena21,7,85,980.2
dena21,8,85,982.4
dena21,9,85,984.1
dena21,10,85,996.7
dena21,11,85,996.2
dena21,12,85,990.0
dena21,13,85,972.3
dena21,14,85,951.3
dena21,15,85,921.9
dena21,16,85,912.8
dena21,17,85,910.5
dena21,18,85,932.5
dena21,19,85,972.0
dena21,20,85,929.6
dena21,21,85,882.8
dena21,22,85,795.1
dena21,23,85,733.5
dena21,24,85,695.5
dena21,1,86,678.4
dena21,2,86,687.5
dena21,3,86,714.6
dena21,4,86,763.7
dena21,5,86,876.4
dena21,6,86,949.9
dena21,7,86,979.1
dena21,8,86,979.5
dena21,9,86,977.8
dena21,10,86,993.2
dena21,11,86,978.7
dena21,12,86,974.0
dena21,13,86,957.3
dena21,14,86,937.8
dena21,15,86,910.2
dena21,16,86,902.9
dena21,17,86,908.1
dena21,18,86,932.2
dena21,19,86,971.2
dena21,20,86,926.0
dena21,21,86,877.9
dena21,22,86,789.6
dena21,23,86,733.0
dena21,24,86,692.8
dena21,1,87,678.9
dena21,2,87,688.9
dena21,3,87,721.2
dena21,4,87,775.6
dena21,5,87,880.4
dena21,6,87,946.9
dena21,7,87,983.4
dena21,8,87,977.2
dena21,9,87,978.2
dena21,10,87,992.8
dena21,11,87,979.2
dena21,12,87,970.6
dena21,13,87,953.8
dena21,14,87,936.3
dena21,15,87,913.2
dena21,16,87,907.0
dena21,17,87,910.9
dena21,18,87,931.9
dena21,19,87,963.8
dena21,20,87,917.5
dena21,21,87,869.2
dena21,22,87,790.6
dena21,23,87,730.6
dena21,24,87,700.1
dena21,1,88,683.7
dena21,2,88,685.6
dena21,3,88,708.5
dena21,4,88,763.4
dena21,5,88,879.8
dena21,6,88,953.8
dena21,7,88,984.4
dena21,8,88,985.0
dena21,9,88,992.2
dena21,10,88,1010.1
dena21,11,88,995.9
dena21,12,88,984.8
dena21,13,88,972.0
dena21,14,88,959.2
dena21,15,88,934.4
dena21,16,88,930.2
dena21,17,88,929.9
dena21,18,88,948.0
dena21,19,88,970.0
dena21,20,88,921.1
dena21,21,88,870.2
dena21,22,88,791.3
dena21,23,88,730.8
dena21,24,88,694.4
dena21,1,89,679.3
dena21,2,89,692.6
dena21,3,89,718.0
dena21,4,89,765.3
dena21,5,89,868.2
dena21,6,89,943.6
dena21,7,89,975.4
dena21,8,89,976.4
dena21,9,89,980.1
dena21,10,89,985.6
dena21,11,89,968.1
dena21,12,89,944.0
dena21,13,89,916.0
dena21,14,89,897.5
dena21,15,89,884.0
dena21,16,89,887.3
dena21,17,89,889.1
dena21,18,89,902.1
dena21,19,89,918.4
dena21,20,89,872.1
dena21,21,89,840.6
dena21,22,89,778.9
dena21,23,89,711.4
dena21,24,89,669.1
dena21,1,90,645.4
dena21,2,90,645.2
dena21,3,90,658.6
dena21,4,90,664.4
dena21,5,90,674.8
dena21,6,90,709.9
dena21,7,90,769.9
dena21,8,90,810.1
dena21,9,90,826.1
dena21,10,90,834.0
dena21,11,90,818.7
dena21,12,90,789.1
dena21,13,90,760.1
dena21,14,90,752.3
dena21,15,90,748.0
dena21,16,90,765.8
dena21,17,90,787.2
dena21,18,90,801.0
dena21,19,90,815.1
dena21,20,90,783.7
dena21,21,90,768.1
dena21,22,90,707.1
dena21,23,90,655.1
dena21,24,90,614.0
dena21,1,91,594.2
dena21,2,91,592.6
dena21,3,91,600.5
dena21,4,91,596.9
dena21,5,91,579.9
dena21,6,91,588.9
dena21,7,91,635.4
dena21,8,91,676.2
dena21,9,91,698.8
dena21,10,91,729.9
dena21,11,91,724.3
dena21,12,91,695.6
dena21,13,91,663.0
dena21,14,91,641.1
dena21,15,91,638.7
dena21,16,91,657.0
dena21,17,91,690.2
dena21,18,91,720.0
dena21,19,91,773.2
dena21,20,91,766.9
dena21,21,91,769.3
dena21,22,91,710.7
dena21,23,91,659.1
dena21,24,91,623.1
dena21,1,92,611.3
dena21,2,92,619.5
dena21,3,92,656.7
dena21,4,92,716.9
dena21,5,92,821.2
dena21,6,92,896.3
dena21,7,92,948.3
dena21,8,92,960.7
dena21,9,92,970.4
dena21,10,92,985.6
dena21,11,92,967.6
dena21,12,92,955.5
dena21,13,92,938.7
dena21,14,92,919.7
dena21,15,92,892.1
dena21,16,92,889.9
dena21,17,92,895.9
dena21,18,92,909.1
dena21,19,92,937.4
dena21,20,92,898.5
dena21,21,92,840.6
dena21,22,92,758.3
dena21,23,92,698.0
dena21,24,92,664.4
dena21,1,93,652.3
dena21,2,93,662.9
dena21,3,93,694.6
dena21,4,93,744.6
dena21,5,93,842.8
dena21,6,93,914.2
dena21,7,93,951.2
dena21,8,93,968.2
dena21,9,93,984.8
dena21,10,93,1003.8
dena21,11,93,988.3
dena21,12,93,980.7
dena21,13,93,969.1
dena21,14,93,967.1
dena21,15,93,951.7
dena21,16,93,946.4
dena21,17,93,952.7
dena21,18,93,958.9
dena21,19,93,970.3
dena21,20,93,923.2
dena21,21,93,881.4
dena21,22,93,808.3
dena21,23,93,750.5
dena21,24,93,709.7
dena21,1,94,694.0
dena21,2,94,698.4
dena21,3,94,718.3
dena21,4,94,761.4
dena21,5,94,846.9
dena21,6,94,924.1
dena21,7,94,962.3
dena21,8,94,969.9
dena21,9,94,984.2
dena21,10,94,1002.9
dena21,11,94,981.9
dena21,12,94,963.1
dena21,13,94,953.2
dena21,14,94,936.3
dena21,15,94,913.6
dena21,16,94,900.1
dena21,17,94,903.2
dena21,18,94,909.8
dena21,19,94,938.3
dena21,20,94,906.3
dena21,21,94,864.4
dena21,22,94,789.2
dena21,23,94,737.2
dena21,24,94,710.1
dena21,1,95,699.1
dena21,2,95,707.9
dena21,3,95,730.2
dena21,4,95,772.3
dena21,5,95,856.8
dena21,6,95,930.1
dena21,7,95,968.4
dena21,8,95,982.7
dena21,9,95,998.4
dena21,10,95,1013.7
dena21,11,95,998.0
dena21,12,95,983.6
dena21,13,95,958.3
dena21,14,95,940.2
dena21,15,95,921.2
dena21,16,95,912.8
dena21,17,95,912.2
dena21,18,95,910.0
dena21,19,95,928.9
dena21,20,95,894.9
dena21,21,95,850.6
dena21,22,95,777.5
dena21,23,95,712.0
dena21,24,95,668.8
dena21,1,96,644.8
dena21,2,96,640.2
dena21,3,96,641.8
dena21,4,96,624.4
dena21,5,96,587.8
dena21,6,96,599.7
